subject,Position,Length,context,item,sentences,answer,yes_ratio
1733123554-1fc863ea95e6be771d29e3fbd613d376,Subject,SFN,inverse,20,매장에서 친구 다섯 명이 가구를 파는 것을 도와주기로 했다.<br>그 중에 두 명의 친구들은 의자를 팔았지만 나머지 친구들은 의자를 팔지 못했다.<br>일부 의자만 판매되고%2C 나머지는 매장에 진열된 채로 있었다.<br><br> 요약문장: 모든 친구가 의자를 안 팔았다.,아니오,0
1733123554-1fc863ea95e6be771d29e3fbd613d376,Object,SFN,surface,23,친구는 매장에 진열된 컵 다섯 개를 살펴보았지만%2C 결국 어떤 컵도 구매하지 않았다.<br>가격이 너무 비싸거나 원하는 스타일을 찾지 못했기 때문이다.<br>친구는 컵 대신 다른 물건을 구매하기로 했다.<br><br> 요약문장: 친구가 모든 컵을 안 샀다.,예,1
1733123554-1fc863ea95e6be771d29e3fbd613d376,Subject,LFN,surface,17,그날 매장을 방문한 손님 세 명이 신발을 살펴보았지만%2C 아무도 어떤 신발도 사지 않았다.<br>신발의 가격이 너무 비싸거나 디자인이 마음에 들지 않았기 때문이다.<br>결국 매장에 진열된 신발들은 전부 팔리지 않고 남아 있었다.<br><br> 요약문장: 모든 손님이 신발을 사지 않았다.,예,1
1733123554-1fc863ea95e6be771d29e3fbd613d376,Subject,SFN,inverse,12,그날 학교에 계셨던 선생님들 다섯 분이 창고에 있는 라면들을 정리하기로 했지만 <br>그 중에 두 분만 라면을 버리고 다른 분들은 버리지 않았다.<br>상태가 괜찮은 라면은 학생들에게 나눠주거나 학교 행사에 사용할 계획이었다.<br>결국 라면 몇 개는 그대로 창고에 보관되었다.<br><br> 요약문장: 모든 선생님이 라면을 버렸다.,아니오,0
1733123554-1fc863ea95e6be771d29e3fbd613d376,Subject,LFN,surface,9,행사에 참석한 다섯 명의 참가자들이 콜라를 마셔볼 기회가 있었지만%2C 그 중 아무도 콜라를 마시지 않았다.<br>다들 건강을 생각해 탄산음료 대신 다른 음료를 선택했기 때문이다.<br><br><br> 요약문장: 모든 참가자가 콜라를 먹지 않았다.,예,1
1733123554-1fc863ea95e6be771d29e3fbd613d376,Object,SFN,surface,7,손님은 매장에 진열된 가방 다섯 개를 전부 살펴보았지만%2C 마음에 드는 가방이 없었다.<br>결국 손님은 가방을 하나도 구매하지 않고 그냥 가게를 나갔다.<br>점원은 다른 상품을 추천해보려 했지만 손님은 이미 결정을 내린 상태였다.<br><br> 요약문장: 손님이 모든 가방을 안 샀다.,예,1
1733123554-1fc863ea95e6be771d29e3fbd613d376,Object,SFN,inverse,16,직원은 진열된 다섯 종류의 가방 중 두 개만 판매하고%2C 세 개의 가방은 판매하지 않았다.<br>나머지 가방들은 아직 가격이 비싸서 팔리지 않았다.<br>직원은 팔리지 않은 가방들을 다시 진열대에 올려두었다.<br><br> 요약문장: 직원이 모든 가방을 안 팔았다.,아니오,0
1733123554-1fc863ea95e6be771d29e3fbd613d376,Object,LFN,surface,5,후배는 테이블 위에 놓인 세 종류의 과자를 보고 있었지만%2C 건강을 생각해서 아무 과자도 먹지 않기로 했다.<br>대신 과일을 먹으면서 간식을 대신하기로 했고%2C 과자에는 손도 대지 않았다.<br><br> 요약문장: 후배가 모든 과자를 먹지 않았다.,예,1
1733123554-1fc863ea95e6be771d29e3fbd613d376,Object,LFN,inverse,14,선배는 접시에 담긴 일곱가지 과일 중에서 사과와 바나나만 먹고%2C 나머지 과일들은 먹지 않았다.<br>너무 달아서 먹지 않기로 했고%2C 배는 이미 배부른 상태라 남겨두었다.<br>선배는 남은 과일을 후배들에게 나눠주었다.<br><br> 요약문장: 선배가 모든 과일을 먹지 않았다.,NULL,NA
1733123554-1fc863ea95e6be771d29e3fbd613d376,Object,LFN,surface,13,동료는 냉장고에 남아 있던 네 송이의 포도를 살펴봤지만%2C 어떤 포도도 버리지 않기로 했다.<br>포도가 아직 신선하고 먹을 수 있는 상태였기 때문이다.<br>그래서 동료는 포도를 회의실에 두고 다른 사람들이 먹을 수 있도록 했다.<br><br> 요약문장: 동료가 모든 포도를 버리지 않았다.,예,1
1733123554-1fc863ea95e6be771d29e3fbd613d376,Object,LFN,inverse,22,선배는 선물로 받은 초콜렛 열 개 중에 두 개만 먹고%2C 나머지 초콜렛은 남겨두었다.<br>나머지 초콜렛들은 너무 달거나 선호하는 맛이 아니어서 먹지 않기로 했다.<br>남은 초콜렛은 후배들에게 나눠주었다.<br><br> 요약문장: 선배가 모든 초콜렛을 먹지 않았다.,아니오,0
1733123554-1fc863ea95e6be771d29e3fbd613d376,Object,SFN,surface,15,후배는 동아리방 상자에 있는 약 열 가지 종류를 전부 확인하고%2C 어떤 약도 버리지 않기로 결정했다.<br>모든 약의 유통기한이 남았고%2C 나중에 비상시에 사용할 수도 있다는 생각이 들었기 때문이다.<br><br><br> 요약문장: 후배가  모든 약을 안 버렸다.,예,1
1733123554-1fc863ea95e6be771d29e3fbd613d376,Subject,LFN,surface,1,학생 세 명이 밖에서 눈싸움을 하고 나서 감기에 걸렸다.<br>엄마가 학생들에게 각각 약을 주면서 먹으라고 했다.<br>학생 두 명이 약을 집어 들었지만 너무 커서 안 먹었고%2C 나머지 학생도 너무 써서  안 먹었다.<br><br> 요약문장: 모든 학생이 약을 먹지 않았다.,예,1
1733123554-1fc863ea95e6be771d29e3fbd613d376,Subject,SFN,surface,3,사무실에 있는 동료 다섯 명이 상자를 버리는 작업을 맡았지만%2C 아무도 상자를 버리지 않았다.<br>상자 안에 회사 문서가 있을지도 모른다는 걱정이 있었기 때문이다.<br>동료들은 상자들을 다시 정리해두고 추가 확인을 기다리기로 했다.<br><br> 요약문장: 모든 동료가 상자를 안 버렸다.,예,1
1733123554-1fc863ea95e6be771d29e3fbd613d376,Object,SFN,inverse,24,손님은 대기실에 놓인 잡지 세 권 중에 두 권만 읽고%2C 나머지 한 권은 읽지 않았다.<br>나머지 잡지들은 이미 오래된 내용이어서 손이 가지 않았다.<br>손님은 다 읽은 잡지를 다시 제자리에 두었다.<br><br> 요약문장: 손님이 모든 잡지를 안 읽었다.,아니오,0
1733123554-1fc863ea95e6be771d29e3fbd613d376,Subject,LFN,inverse,10,세 명의 친구들이 모두 문구점에 가서 지우개를 살펴봤지만%2C 그 중 두 명만 지우개를 샀다.<br>다른 친구는 이미 가지고 있거나 지우개를 자주 사용하지 않아 구매하지 않았다.<br><br><br> 요약문장: 모든 친구가 지우개를 사지 않았다.,아니오,0
1733123554-1fc863ea95e6be771d29e3fbd613d376,Object,LFN,inverse,6,직원이 손님에게 신발 다섯 켤레를 보여줬다.<br>그 중에서 두 켤레는 팔았지만%2C 나머지 세 켤레는 사이즈가 맞지 않아서 사지를 못했다.<br>직원은 팔린 신발을 포장하며 나머지 신발을 다시 진열대에 올려두었다.<br><br> 요약문장: 직원이 모든 신발을 팔지 않았다.,예,1
1733123554-1fc863ea95e6be771d29e3fbd613d376,Object,LFN,surface,21,학생은 도서관에서 여섯 권의 책을 살펴보았지만%2C 결국 어떤 책도 읽지 않기로 했다.<br>책들이 너무 어려워 보였고%2C 다른 과제를 먼저 해야 했기 때문이다.<br>학생은 결국 책을 그대로 두고 다른 공부를 시작했다.<br><br> 요약문장: 학생이 모든 책을 읽지 않았다.,예,1
1733123554-1fc863ea95e6be771d29e3fbd613d376,Subject,LFN,inverse,2,다섯 명의 선생님들이 함께 쇼핑을 갔지만%2C 두 명만 옷을 샀다.<br>나머지 선생님들은 가격이 너무 비싸거나 마음에 드는 옷을 찾지 못해 사지 않았다.<br>나머지 선생님들은 아쉬운 표정으로 가게를 나섰다.<br><br> 요약문장: 모든 선생님이 옷을 사지 않았다.,아니오,0
1733123554-1fc863ea95e6be771d29e3fbd613d376,Object,SFN,inverse,8,고객은 매장에 전시된 신상 의자 네 개 중에서 두 개만 구매하고%2C 나머지 두 개는 디자인이나 가격이 마음에 들지 않아 사지 않았다.<br>고객은 구매한 의자 두 개를 배달 서비스로 보내기로 했다.<br><br> 요약문장: 고객이 모든 의자를 안 샀다.,아니오,0
1733123554-1fc863ea95e6be771d29e3fbd613d376,Subject,SFN,surface,19,매장에 방문한 고객 다섯 분이 세일하는 상자들을 살펴보았지만%2C 아무도 상자를 구매하지 않았다.<br>상자들이 고객들의 필요와 맞지 않거나 가격이 너무 비쌌기 때문이다.<br>결과적으로 그날 매장에서 상자는 한 개도 팔리지 않았다.<br><br> 요약문장: 모든 고객이 상자를 안 샀다.,예,1
1733129616-d7691610135060f98af81788b7736e38,Subject,LFN,surface,24,미용실에서 대기중인 손님 세 명에게 잡지를 건넸지만%2C 그 누구도 잡지를 읽지 않았다.<br>대부분 스마트폰을 사용하거나 다른 일로 바빠서 잡지에 관심을 보이지 않았다.<br><br><br> 요약문장: 모든 손님이 잡지를 읽지 않았다.,아니오,0
1733129616-d7691610135060f98af81788b7736e38,Object,LFN,inverse,21,학생은 도서관에서 여섯 권의 책을 살펴보았지만%2C 그 중에서 세 권만 읽고%2C 나머지 세 권은 읽지 않았다.<br>나머지 책들은 주제가 흥미롭지 않거나 너무 길어서 책장에 다시 정리해 두었다.<br><br> 요약문장: 학생이 모든 책을 읽지 않았다.,예,1
1733129616-d7691610135060f98af81788b7736e38,Object,SFN,surface,6,직원이 손님에게 신발을 다섯 켤레 보여줬다.<br>하지만 손님은 어떤 신발도 마음에 들어 하지 않았고%2C 결국 한 켤레도 사지 않았다.<br>손님은 다른 매장을 가겠다며 가게를 떠났다.<br><br> 요약문장: 직원이 모든 신발을 팔지 않았다.,아니오,0
1733129616-d7691610135060f98af81788b7736e38,Object,SFN,inverse,15,후배는 동아리방 상자에 있는 약 열 가지 종류 중에서 오래된 소화제와 감기약 다섯 종류를 버리고%2C 나머지 약들은 그냥 남겨두었다.<br>남겨둔 약들은 나중에 비상시에 사용할 수도 있다는 생각이 들었기 때문이다.<br><br><br> 요약문장: 후배가  모든 약을 안 버렸다.,아니오,0
1733129616-d7691610135060f98af81788b7736e38,Object,SFN,surface,22,선배는 선물로 받은 초콜렛 열 개 중에 한 개를 집어 들어 고민하다가 상자를 덮었다.<br>충치로 치과 진료를 받고 있어서 너무 먹고 싶었지만 꾹 참고 다른 사람들에게 전부 나누어 주었다.<br><br> 요약문장: 선배가 모든 초콜렛을 안 먹었다.,예,1
1733129616-d7691610135060f98af81788b7736e38,Subject,SFN,surface,10,세 명의 친구들이 모두 문구점에 가서 지우개를 살펴봤지만%2C 아무도 지우개를 구매하지 않았다.<br>지우개가 이미 충분히 있어서 추가로 구매할 필요가 없었다.<br>결국 그날 지우개는 한 개도 팔리지 않았다.<br><br> 요약문장: 모든 친구가 지우개를 안 샀다.,예,1
1733129616-d7691610135060f98af81788b7736e38,Object,LFN,inverse,5,후배는 테이블 위에 놓인 세 종류의 과자 중에서 한 가지만 먹고%2C 나머지 과자들은 그대로 남겨두었다.<br>나머지 과자들은 너무 달거나 평소에 좋아하지 않는 맛이라서 먹지 않기로 했다.<br><br><br> 요약문장: 후배가 모든 과자를 먹지 않았다.,아니오,0
1733129616-d7691610135060f98af81788b7736e38,Object,LFN,surface,20,친구는 이사하면서 거실에 있는 의자 다섯 개를 중고로 팔려고 했지만%2C 아무 의자도 팔지 않았다.<br>관심있어서 보러 온 사람들이 있었지만 직접 보고 고민하다가 결국 사지 않았다.<br>친구는 의자를 다시 진열대에 놓고 다른 방법을 고민했다.<br><br> 요약문장: 친구가 모든 의자를 팔지 않았다.,예,1
1733129616-d7691610135060f98af81788b7736e38,Subject,LFN,inverse,9,행사에 참석한 다섯 명의 참가자들 중에서 세 명은 콜라를 마셨지만%2C 나머지 참가자들은 마시지 않았다.<br>마시지 않은 참가자들은 이미 다른 음료를 마셨거나 탄산음료를 안 좋아했다.<br><br><br> 요약문장: 모든 참가자가 콜라를 먹지 않았다.,아니오,0
1733129616-d7691610135060f98af81788b7736e38,Object,LFN,surface,4,선배는 테이블에 놓인 라면 세 종류를 보고 고민했지만%2C 결국 어떤 라면도 먹지 않기로 했다.<br>건강을 생각해 다른 음식을 주문했다.<br>선배는 주변 사람들에게도 라면을 권하지 않고%2C 대신 샐러드를 먹었다.<br><br> 요약문장: 선배가 모든 라면을 먹지 않았다.,예,1
1733129616-d7691610135060f98af81788b7736e38,Object,SFN,inverse,7,손님은 매장에 진열된 가방 다섯 개를 전부 살펴보고 그 중 두 개만 구매했다.<br>나머지 세 개는 디자인이 마음에 들지 않거나 가격이 너무 비싸서 사지 않았다.<br>손님은 구매한 가방을 들고 만족스러운 표정으로 매장을 나섰다.<br><br> 요약문장: 손님이 모든 가방을 안 샀다.,아니오,0
1733129616-d7691610135060f98af81788b7736e38,Subject,SFN,inverse,11,주말 행사에 참석한 학생 세 명 중 한 명은 라면을 먹었지만%2C 나머지 학생들은 먹지 않았다.<br>라면을 먹은 학생들은 맛있어 했지만%2C 다른 학생들은 이미 샌드위치를 먹어서 배불렀다.<br>결국 준비된 라면은 남게 되었다.<br><br> 요약문장: 모든 학생이 라면을 안 먹었다.,아니오,0
1733129616-d7691610135060f98af81788b7736e38,Subject,LFN,surface,8,그날 매장에 방문한 네 명의 고객들이 여러 종류의 의자를 보았지만%2C 아무도 의자를 구매하지 않았다.<br>의자들이 생각보다 불편하거나 가격이 너무 비쌌기 때문이다.<br>결국 매장에서는 그날 의자가 한 개도 팔리지 않았다.<br><br> 요약문장: 모든 고객이 의자를 사지 않았다.,예,1
1733129616-d7691610135060f98af81788b7736e38,Subject,SFN,inverse,19,매장에 방문한 고객 다섯 분이 세일하는 상자들을 살펴보았는데%2C <br>그 중 세 분은 상자를 구매하고%2C 두 분은 고민하다 상자를 사지 않았다.<br>안 팔리 상자는 계속 세일가에 진열되었다.<br><br> 요약문장: 모든 고객이 상자를 안 샀다.,아니오,0
1733129616-d7691610135060f98af81788b7736e38,Subject,SFN,surface,18,동료 다섯 명이 다같이 탕비실에 있는 과자를 정리하고 <br>새 과자를 사보려했지만 결국 어떤 과자도 버리지 않기로 했다.<br>오래 보관할 만한 과자들만 남아있었고 새로 사려했던 과자가 너무 비쌌다.<br><br> 요약문장: 모든 동료가 과자를 안 버렸다.,예,1
1733129616-d7691610135060f98af81788b7736e38,Object,LFN,surface,12,선생님은 유통기한이 임박한 라면 다섯 봉지를 보았지만%2C 하나도 버리지 않기로 했다.<br>아직 유통기한이 남아 있었고%2C 다른 학생들이 가져갈 수 있을 것이라고 생각했기 때문이다.<br>결국 라면들은 그대로 저장실에 다시 넣어두었다.<br><br> 요약문장: 선생님이 모든 라면을 버리지 않았다.,예,1
1733129616-d7691610135060f98af81788b7736e38,Subject,LFN,inverse,17,그날 매장을 방문한 손님 세 명 중 한 명은 신발을 구매했지만%2C 나머지 손님들은 신발을 사지 않았다.<br>신발의 가격이 너무 비싸거나 디자인이 마음에 들지 않았기 때문이다.<br>팔리지 않은 신발은 그대로 매장에 진열된 채로 있었다.<br><br> 요약문장: 모든 손님이 신발을 사지 않았다.,아니오,0
1733129616-d7691610135060f98af81788b7736e38,Object,SFN,surface,14,선배는 일곱가지 과일이 담긴 접시를 보았지만%2C 어떤 과일도 먹지 않기로 했다.<br>다이어트를 고려해서 단백질바를 먹기로 했다.<br>결국 과일은 다른 사람들에게 양보하고%2C 선배는 차를 마시며 시간을 보냈다.<br><br> 요약문장: 선배가 모든 과일을 안 먹었다.,예,1
1733129616-d7691610135060f98af81788b7736e38,Subject,SFN,inverse,3,사무실에 있는 동료 다섯 명이 상자를 버리는 작업을 맡았지만%2C 그 중 세 명만 상자를 버렸다.<br>나머지 동료들은 상자 안에 있는 물품들을 분류하거나 재활용 여부를 결정해야 했기 때문에 상자를 버리지 않았다.<br><br> 요약문장: 모든 동료가 상자를 안 버렸다.,아니오,0
1733129616-d7691610135060f98af81788b7736e38,Object,SFN,inverse,23,친구는 매장에 진열된 컵 다섯 개를 살펴보았지만%2C 그  중에서 두 개만 구매하고%2C 나머지 세 개는 사지 않았다.<br>나머지 컵들은 디자인이 마음에 들지 않거나 크기가 맞지 않아서 구매하지 않았다<br><br> 요약문장: 친구가 모든 컵을 안 샀다.,아니오,0
1733129616-d7691610135060f98af81788b7736e38,Subject,LFN,inverse,1,학생 세 명이 밖에서 눈싸움을 하고 나서 감기에 걸렸다.<br>엄마가 학생들에게 각각 약을 주면서 먹으라고 했다.<br>학생 두 명이 약을 집어 들었지만 너무 커서 안 먹었고%2C 나머지 학생은 물을 많이 마시고 먹었다.<br><br> 요약문장: 모든 학생이 약을 먹지 않았다.,아니오,0
1733129616-d7691610135060f98af81788b7736e38,Subject,SFN,surface,2,다섯 명의 선생님들이 함께 옷 가게에 갔으나%2C 그 중 누구도 옷을 구매하지 않았다.<br>모두가 마음에 드는 옷을 찾지 못했기 때문이다.<br>결국 선생님들은 가게를 떠나 다른 가게에서 더 나은 옷을 찾기로 했다.<br><br> 요약문장: 모든 선생님이 옷을 안 샀다.,예,1
1733129616-d7691610135060f98af81788b7736e38,Subject,LFN,surface,16,매장에 있던 직원 다섯 명이 손님들에게 가방을 판매하려고 노력했지만%2C 그날따라 손님이 별로 오지 않았다.<br>결국 한 명도 가방을 팔지 않았다.<br>다음 날이 추석이라 손님들이 더욱 없어서 일찍 매장 문을 닫고 퇴근하기로 했다.<br><br><br> 요약문장: 모든 직원이 가방을 팔지 않았다.,예,1
1733129616-d7691610135060f98af81788b7736e38,Object,LFN,inverse,13,동료는 냉장고에 남아 있던 네 송이의 포도 중에서 <br>상한 포도 세 송이만 버리고%2C 나머지 한 송이는 상태가 괜찮아 남겨두었다.<br>남은 포도는 간식으로 나눠 먹기 위해 사무실 테이블에 두었다.<br>동료는 남은 포도를 잘 씻어 냉장고에 다시 넣었다.<br><br> 요약문장: 동료가 모든 포도를 버리지 않았다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Object,SFN,surface,16,직원은 진열된 다섯 종류의 가방을 손님에게 추천했지만%2C 손님은 어떤 가방도 구매하지 않았다.<br>손님은 다른 매장에서 더 좋은 제품을 찾겠다며 가게를 떠났다.<br>결국 직원은 가방을 다시 진열대에 올려두었다.<br><br> 요약문장: 직원이 모든 가방을 안 팔았다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Object,LFN,surface,6,직원이 손님에게 신발을 다섯 켤레 보여줬다.<br>하지만 손님은 어떤 신발도 마음에 들어 하지 않았고%2C 결국 한 켤레도 사지 않았다.<br>손님은 다른 매장을 가겠다며 가게를 떠났다.<br><br> 요약문장: 직원이 모든 신발을 팔지 않았다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Subject,SFN,inverse,21,그날 수업에 참석한 학생 여섯 명 중 세 명이 책을 읽었지만%2C 나머지 세 명은 책을 읽지 않았다.<br>책을 읽은 학생들은 과제의 일부로 읽었지만%2C 다른 학생들은 시간이 부족하거나 관심이 없어서 읽지 않았다.<br><br> 요약문장: 모든 학생이 책을 안 읽었다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Subject,LFN,surface,2,다섯 명의 선생님들이 함께 옷 가게에 갔으나%2C 그 중 누구도 옷을 구매하지 않았다.<br>모두가 마음에 드는 옷을 찾지 못했기 때문이다.<br>결국 선생님들은 가게를 떠나 다른 가게에서 더 나은 옷을 찾기로 했다.<br><br> 요약문장: 모든 선생님이 옷을 사지 않았다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Subject,SFN,surface,12,그날 학교에 계셨던 선생님들 다섯 분이 창고에 있는 라면들을 정리하기로 했지만%2C 아무도 라면을 버리지 않았다.<br>유통기한이 아직 남아 있어 기부를 하거나 다른 용도로 사용할 수 있었기 때문이다.<br>그래서 라면들은 그대로 창고에 보관되었다.<br><br> 요약문장: 모든 선생님이 라면을 안 버렸다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Subject,LFN,inverse,11,주말 행사에 참석한 학생 세 명 중 한 명은 라면을 먹었지만%2C 나머지 학생들은 먹지 않았다.<br>라면을 먹은 학생들은 맛있어 했지만%2C 다른 학생들은 이미 샌드위치를 먹어서 배불렀다.<br>결국 준비된 라면은 남게 되었다.<br><br> 요약문장: 모든 학생이 라면을 먹지 않았다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Subject,LFN,inverse,19,매장에 방문한 고객 다섯 분이 세일하는 상자들을 살펴보았는데%2C <br>그 중 세 분은 상자를 구매하고%2C 두 분은 고민하다 상자를 사지 않았다.<br>안 팔리 상자는 계속 세일가에 진열되었다.<br><br> 요약문장: 모든 고객이 상자를 사지 않았다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Subject,SFN,inverse,13,사무실에 있던 동료 네 명이 냉장고에 있는 포도를 정리하려고 했지만 그 중 한 명은 포도를 버리고 나머지는 버리지 않았다.<br>상태가 좋은 포도는 점심 시간에 간식으로 나눠 먹기로 했다.<br> <br><br> 요약문장: 모든 동료가 포도를 안 버렸다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Object,SFN,inverse,1,한 학생이 친구와 밖에서 눈싸움을 하고 나서 감기에 걸렸다.<br>엄마가 그 학생과 친구에게 각각 약을 세 개씩 주면서 먹으라고 한다.<br>친구는 바로 약을 먹었지만 그 학생은 약이 너무 써서 한 개만 먹고 두 개는 못 먹었다.<br><br> 요약문장: 학생이 모든 약을 안 먹었다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Object,LFN,inverse,15,후배는 동아리방 상자에 있는 약 열 가지 종류 중에서 오래된 소화제와 감기약 다섯 종류를 버리고%2C 나머지 약들은 그냥 남겨두었다.<br>남겨둔 약들은 나중에 비상시에 사용할 수도 있다는 생각이 들었기 때문이다.<br><br><br> 요약문장: 후배가  모든 약을 버리지 않았다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Object,SFN,surface,24,손님은 대기실에 놓인 잡지 세 권을 살펴보았지만%2C 재밌어 보이는 게 없어서 결국 어떤 잡지도 읽지 않았다.<br>손님은 대신 휴대폰을 사용하며 시간을 보냈다.<br>잡지들은 그대로 책상 위에 남아 있었다.<br><br> 요약문장: 손님이 모든 잡지를 안 읽었다.,예,1
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Object,SFN,surface,8,고객은 매장에 전시된 신상 의자 네 개를 보았지만%2C 마음에 드는 것이 없어 결국 아무 의자도 구매하지 않았다.<br>고객은 매장 직원의 추천에도 불구하고 의자 대신 다른 가구를 살펴보기로 했다.<br><br> 요약문장: 고객이 모든 의자를 안 샀다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Subject,SFN,inverse,5,후배들 세 명과 같이 간식으로 과자를 나눠 먹으려고 과자를 샀는데%2C 그 중 후배 한 명은 과자를 먹지 않았다.<br>그 후배들은 이미 간식으로 떡볶이를 먹었던 것이다.<br>결국 과자는 절반 정도만 소비되고 나머지는 남아 있었다.<br><br> 요약문장: 모든 후배가 과자를 안 먹었다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Object,SFN,inverse,17,손님은 매장에 진열된 세 켤레의 신발을 신어보았지만%2C 결국 한 켤레만 구매하고%2C 두 켤레는 사지 않았다.<br>아쉽게도 신어보니 신발이 불편했기 때문이다.<br>손님은 구매한 신발을 계산하고%2C 사지 않은 신발은 진열대로 다시 돌려놓았다.<br><br> 요약문장: 손님이 모든 신발을 안 샀다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Object,SFN,inverse,9,참가자는 행사에서 제공된 콜라 다섯 종류 중에서 두 종류만 마셔보고%2C 나머지 콜라는 마시지 않았다.<br>일부는 탄산이 너무 강해서 마시기 꺼려졌고%2C 이미 배도 너무 불렀다.<br>참가자는 마시지 않은 콜라를 다른 사람들과 나눴다.<br><br> 요약문장: 참가자가 모든 콜라를 안 먹었다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Subject,LFN,surface,10,세 명의 친구들이 모두 문구점에 가서 지우개를 살펴봤지만%2C 아무도 지우개를 구매하지 않았다.<br>지우개가 이미 충분히 있어서 추가로 구매할 필요가 없었다.<br>결국 그날 지우개는 한 개도 팔리지 않았다.<br><br> 요약문장: 모든 친구가 지우개를 사지 않았다.,예,1
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Subject,LFN,inverse,3,사무실에 있는 동료 다섯 명이 상자를 버리는 작업을 맡았지만%2C 그 중 세 명만 상자를 버렸다.<br>나머지 동료들은 상자 안에 있는 물품들을 분류하거나 재활용 여부를 결정해야 했기 때문에 상자를 버리지 않았다.<br><br> 요약문장: 모든 동료가 상자를 버리지 않았다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Object,LFN,surface,14,선배는 일곱가지 과일이 담긴 접시를 보았지만%2C 어떤 과일도 먹지 않기로 했다.<br>다이어트를 고려해서 단백질바를 먹기로 했다.<br>결국 과일은 다른 사람들에게 양보하고%2C 선배는 차를 마시며 시간을 보냈다.<br><br> 요약문장: 선배가 모든 과일을 먹지 않았다.,예,1
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Object,LFN,inverse,23,친구는 매장에 진열된 컵 다섯 개를 살펴보았지만%2C 그  중에서 두 개만 구매하고%2C 나머지 세 개는 사지 않았다.<br>나머지 컵들은 디자인이 마음에 들지 않거나 크기가 맞지 않아서 구매하지 않았다<br><br> 요약문장: 친구가 모든 컵을 사지 않았다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Subject,SFN,surface,4,선배 세 분과 식사를 했는데 그 중 아무도 라면을 먹지 않았다.<br>모두 다이어트를 하고 있거나 라면이 건강에 좋지 않다고 생각해 다른 음식을 선택했다.<br>결국 라면은 아무도 손대지 않은 채로 남겨졌다.<br><br> 요약문장: 모든 선배가 라면을 안 먹었다.,예,1
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Subject,SFN,surface,20,매장에서 친구 다섯 명이 가구를 파는 것을 도와주기로 했다.<br>친구들이 쇼파와 냉장고를 팔았지만 그 누구도 의자를 팔지는 않았다.<br>그래도 판매 실적을 올릴 수 있어서 다들 뿌듯해했다.<br><br> 요약문장: 모든 친구가 의자를 안 팔았다.,예,1
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Subject,LFN,surface,18,동료 다섯 명이 다같이 탕비실에 있는 과자를 정리하고 <br>새 과자를 사보려했지만 결국 어떤 과자도 버리지 않기로 했다.<br>오래 보관할 만한 과자들만 남아있었고 새로 사려했던 과자가 너무 비쌌다.<br><br> 요약문장: 모든 동료가 과자를 버리지 않았다.,예,1
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Object,LFN,inverse,7,손님은 매장에 진열된 가방 다섯 개를 전부 살펴보고 그 중 두 개만 구매했다.<br>나머지 세 개는 디자인이 마음에 들지 않거나 가격이 너무 비싸서 사지 않았다.<br>손님은 구매한 가방을 들고 만족스러운 표정으로 매장을 나섰다.<br><br> 요약문장: 손님이 모든 가방을 사지 않았다.,아니오,0
1733286790-c3a56a8b129a1dba020180a896b8a4fa,Object,LFN,surface,22,선배는 선물로 받은 초콜렛 열 개 중에 한 개를 집어 들어 고민하다가 상자를 덮었다.<br>충치로 치과 진료를 받고 있어서 너무 먹고 싶었지만 꾹 참고 다른 사람들에게 전부 나누어 주었다.<br><br> 요약문장: 선배가 모든 초콜렛을 먹지 않았다.,예,1
1733288933-987224f0fe5859caa3802bee02686467,Object,LFN,surface,11,학생은 시식 코너에 있는 세 종류의 라면을 보았지만%2C 결국 어떤 라면도 먹지 않았다.<br>대신 햄버거가 먹고 싶었다.<br>학생은 다른 사람들에게 라면을 권하지 않고%2C 준비된 음료를 마시며 햄버거를 사먹었다.<br><br> 요약문장: 학생이 모든 라면을 먹지 않았다.,NULL,NA
