"Qtype","item","Position","Length","sentence","질문","답변","reading"
"Q1",620,"Subject","LFN","모든 선배가 콜라를 먹지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선배가 10명 있었는데 그 중에 0명이 콜라를 먹은 것이다.
B: 즉, 선배가 10명 있었는데 그 중에 5명이 콜라를 먹은 것이다.
답변:","A","surface"
"Q1",621,"Subject","SFN","모든 선배가 라면을 안 먹었다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선배가 10명 있었는데 그 중에 0명이 라면을 먹은 것이다.
B: 즉, 선배가 10명 있었는데 그 중에 5명이 라면을 먹은 것이다.
답변:","A","surface"
"Q1",622,"Subject","LFN","모든 선배가 라면을 먹지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선배가 10명 있었는데 그 중에 0명이 라면을 먹은 것이다.
B: 즉, 선배가 10명 있었는데 그 중에 5명이 라면을 먹은 것이다.
답변:","A","surface"
"Q1",623,"Subject","SFN","모든 선배가 과일을 안 먹었다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선배가 10명 있었는데 그 중에 0명이 과일을 먹은 것이다.
B: 즉, 선배가 10명 있었는데 그 중에 5명이 과일을 먹은 것이다.
답변:","A","surface"
"Q1",624,"Subject","LFN","모든 선배가 과일을 먹지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선배가 10명 있었는데 그 중에 0명이 과일을 먹은 것이다.
B: 즉, 선배가 10명 있었는데 그 중에 5명이 과일을 먹은 것이다.
답변:","A","surface"
"Q1",625,"Subject","SFN","모든 선생님이 옷을 안 샀다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 옷을 산 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 옷을 산 것이다.
답변:","A","surface"
"Q1",626,"Subject","LFN","모든 선생님이 옷을 사지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 옷을 산 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 옷을 산 것이다.
답변:","A","surface"
"Q1",627,"Subject","SFN","모든 선생님이 지우개를 안 샀다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 지우개를 산 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 지우개를 산 것이다.
답변:","A","surface"
"Q1",628,"Subject","LFN","모든 선생님이 지우개를 사지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 지우개를 산 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 지우개를 산 것이다.
답변:","A","surface"
"Q1",629,"Subject","SFN","모든 선생님이 가방을 안 샀다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 가방을 산 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 가방을 산 것이다.
답변:","A","surface"
"Q1",630,"Subject","LFN","모든 선생님이 가방을 사지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 가방을 산 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 가방을 산 것이다.
답변:","A","surface"
"Q1",631,"Subject","SFN","모든 선생님이 신발을 안 샀다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 신발을 산 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 신발을 산 것이다.
답변:","A","surface"
"Q1",632,"Subject","LFN","모든 선생님이 신발을 사지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 신발을 산 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 신발을 산 것이다.
답변:","A","surface"
"Q1",633,"Subject","SFN","모든 선생님이 의자를 안 샀다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 의자를 산 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 의자를 산 것이다.
답변:","A","surface"
"Q1",634,"Subject","LFN","모든 선생님이 의자를 사지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 의자를 산 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 의자를 산 것이다.
답변:","A","surface"
"Q1",635,"Subject","SFN","모든 선생님이 상자를 안 샀다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 상자를 산 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 상자를 산 것이다.
답변:","A","surface"
"Q1",636,"Subject","LFN","모든 선생님이 상자를 사지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 상자를 산 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 상자를 산 것이다.
답변:","A","surface"
"Q1",637,"Subject","SFN","모든 선생님이 옷을 안 팔았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 옷을 판 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 옷을 판 것이다.
답변:","A","surface"
"Q1",638,"Subject","LFN","모든 선생님이 옷을 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 옷을 판 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 옷을 판 것이다.
답변:","A","surface"
"Q1",639,"Subject","SFN","모든 선생님이 지우개를 안 팔았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 지우개를 판 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 지우개를 판 것이다.
답변:","A","surface"
"Q1",640,"Subject","LFN","모든 선생님이 지우개를 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 지우개를 판 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 지우개를 판 것이다.
답변:","A","surface"
"Q1",641,"Subject","SFN","모든 선생님이 가방을 안 팔았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 가방을 판 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 가방을 판 것이다.
답변:","A","surface"
"Q1",642,"Subject","LFN","모든 선생님이 가방을 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 가방을 판 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 가방을 판 것이다.
답변:","A","surface"
"Q1",643,"Subject","SFN","모든 선생님이 신발을 안 팔았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 신발을 판 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 신발을 판 것이다.
답변:","A","surface"
"Q1",644,"Subject","LFN","모든 선생님이 신발을 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 신발을 판 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 신발을 판 것이다.
답변:","A","surface"
"Q1",645,"Subject","SFN","모든 선생님이 의자를 안 팔았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 의자를 판 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 의자를 판 것이다.
답변:","A","surface"
"Q1",646,"Subject","LFN","모든 선생님이 의자를 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 의자를 판 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 의자를 판 것이다.
답변:","A","surface"
"Q1",647,"Subject","SFN","모든 선생님이 상자를 안 팔았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 상자를 판 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 상자를 판 것이다.
답변:","A","surface"
"Q1",648,"Subject","LFN","모든 선생님이 상자를 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 상자를 판 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 상자를 판 것이다.
답변:","A","surface"
"Q1",649,"Subject","SFN","모든 선생님이 약을 안 버렸다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 약을 버린 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 약을 버린 것이다.
답변:","A","surface"
"Q1",650,"Subject","LFN","모든 선생님이 약을 버리지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 약을 버린 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 약을 버린 것이다.
답변:","A","surface"
"Q1",651,"Subject","SFN","모든 선생님이 과자를 안 버렸다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 과자를 버린 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 과자를 버린 것이다.
답변:","A","surface"
"Q1",652,"Subject","LFN","모든 선생님이 과자를 버리지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 과자를 버린 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 과자를 버린 것이다.
답변:","A","surface"
"Q1",653,"Subject","SFN","모든 선생님이 포도를 안 버렸다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 포도를 버린 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 포도를 버린 것이다.
답변:","A","surface"
"Q1",654,"Subject","LFN","모든 선생님이 포도를 버리지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 포도를 버린 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 포도를 버린 것이다.
답변:","A","surface"
"Q1",655,"Subject","SFN","모든 선생님이 콜라를 안 버렸다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 콜라를 버린 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 콜라를 버린 것이다.
답변:","A","surface"
"Q1",656,"Subject","LFN","모든 선생님이 콜라를 버리지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 콜라를 버린 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 콜라를 버린 것이다.
답변:","A","surface"
"Q1",657,"Subject","SFN","모든 선생님이 라면을 안 버렸다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 라면을 버린 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 라면을 버린 것이다.
답변:","A","surface"
"Q1",658,"Subject","LFN","모든 선생님이 라면을 버리지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 라면을 버린 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 라면을 버린 것이다.
답변:","A","surface"
"Q1",659,"Subject","SFN","모든 선생님이 과일을 안 버렸다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 과일을 버린 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 과일을 버린 것이다.
답변:","A","surface"
"Q1",660,"Subject","LFN","모든 선생님이 과일을 버리지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 과일을 버린 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 과일을 버린 것이다.
답변:","A","surface"
"Q1",661,"Subject","SFN","모든 선생님이 약을 안 먹었다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 약을 먹은 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 약을 먹은 것이다.
답변:","A","surface"
"Q1",662,"Subject","LFN","모든 선생님이 약을 먹지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 약을 먹은 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 약을 먹은 것이다.
답변:","A","surface"
"Q1",663,"Subject","SFN","모든 선생님이 과자를 안 먹었다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 과자를 먹은 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 과자를 먹은 것이다.
답변:","A","surface"
"Q1",664,"Subject","LFN","모든 선생님이 과자를 먹지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 과자를 먹은 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 과자를 먹은 것이다.
답변:","A","surface"
"Q1",665,"Subject","SFN","모든 선생님이 포도를 안 먹었다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 포도를 먹은 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 포도를 먹은 것이다.
답변:","A","surface"
"Q1",666,"Subject","LFN","모든 선생님이 포도를 먹지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 포도를 먹은 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 포도를 먹은 것이다.
답변:","A","surface"
"Q1",667,"Subject","SFN","모든 선생님이 콜라를 안 먹었다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 콜라를 먹은 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 콜라를 먹은 것이다.
답변:","A","surface"
"Q1",668,"Subject","LFN","모든 선생님이 콜라를 먹지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 콜라를 먹은 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 콜라를 먹은 것이다.
답변:","A","surface"
"Q1",669,"Subject","SFN","모든 선생님이 라면을 안 먹었다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 라면을 먹은 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 라면을 먹은 것이다.
답변:","A","surface"
"Q1",670,"Subject","LFN","모든 선생님이 라면을 먹지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 라면을 먹은 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 라면을 먹은 것이다.
답변:","A","surface"
"Q1",671,"Subject","SFN","모든 선생님이 과일을 안 먹었다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 과일을 먹은 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 과일을 먹은 것이다.
답변:","A","surface"
"Q1",672,"Subject","LFN","모든 선생님이 과일을 먹지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 선생님이 10명 있었는데 그 중에 0명이 과일을 먹은 것이다.
B: 즉, 선생님이 10명 있었는데 그 중에 5명이 과일을 먹은 것이다.
답변:","A","surface"
"Q1",673,"Subject","SFN","모든 손님이 옷을 안 샀다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 옷을 산 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 옷을 산 것이다.
답변:","A","surface"
"Q1",674,"Subject","LFN","모든 손님이 옷을 사지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 옷을 산 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 옷을 산 것이다.
답변:","A","surface"
"Q1",675,"Subject","SFN","모든 손님이 지우개를 안 샀다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 지우개를 산 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 지우개를 산 것이다.
답변:","A","surface"
"Q1",676,"Subject","LFN","모든 손님이 지우개를 사지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 지우개를 산 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 지우개를 산 것이다.
답변:","A","surface"
"Q1",677,"Subject","SFN","모든 손님이 가방을 안 샀다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 가방을 산 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 가방을 산 것이다.
답변:","A","surface"
"Q1",678,"Subject","LFN","모든 손님이 가방을 사지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 가방을 산 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 가방을 산 것이다.
답변:","A","surface"
"Q1",679,"Subject","SFN","모든 손님이 신발을 안 샀다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 신발을 산 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 신발을 산 것이다.
답변:","A","surface"
"Q1",681,"Subject","SFN","모든 손님이 의자를 안 샀다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 의자를 산 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 의자를 산 것이다.
답변:","A","surface"
"Q1",683,"Subject","SFN","모든 손님이 상자를 안 샀다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 상자를 산 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 상자를 산 것이다.
답변:","A","surface"
"Q1",684,"Subject","LFN","모든 손님이 상자를 사지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 상자를 산 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 상자를 산 것이다.
답변:","A","surface"
"Q1",685,"Subject","SFN","모든 손님이 옷을 안 팔았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 옷을 판 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 옷을 판 것이다.
답변:","A","surface"
"Q1",687,"Subject","SFN","모든 손님이 지우개를 안 팔았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 지우개를 판 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 지우개를 판 것이다.
답변:","A","surface"
"Q1",688,"Subject","LFN","모든 손님이 지우개를 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 지우개를 판 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 지우개를 판 것이다.
답변:","A","surface"
"Q1",689,"Subject","SFN","모든 손님이 가방을 안 팔았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 가방을 판 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 가방을 판 것이다.
답변:","A","surface"
"Q1",690,"Subject","LFN","모든 손님이 가방을 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 가방을 판 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 가방을 판 것이다.
답변:","A","surface"
"Q1",691,"Subject","SFN","모든 손님이 신발을 안 팔았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 신발을 판 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 신발을 판 것이다.
답변:","A","surface"
"Q1",693,"Subject","SFN","모든 손님이 의자를 안 팔았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 의자를 판 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 의자를 판 것이다.
답변:","A","surface"
"Q1",695,"Subject","SFN","모든 손님이 상자를 안 팔았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 상자를 판 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 상자를 판 것이다.
답변:","A","surface"
"Q1",696,"Subject","LFN","모든 손님이 상자를 팔지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 상자를 판 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 상자를 판 것이다.
답변:","A","surface"
"Q1",697,"Subject","SFN","모든 손님이 약을 안 버렸다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 약을 버린 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 약을 버린 것이다.
답변:","A","surface"
"Q1",698,"Subject","LFN","모든 손님이 약을 버리지 않았다.","[질문1] 제시된 문장 다음에 이어질 문장으로 적절한 것을 선택하라. 오로지 'A' 또는 'B'로만 답하라.
A: 즉, 손님이 10명 있었는데 그 중에 0명이 약을 버린 것이다.
B: 즉, 손님이 10명 있었는데 그 중에 5명이 약을 버린 것이다.
답변:","A","surface"
